fase,contamination,n_estimators,max_samples,max_features,prep,n_feats,subset,promocionable,umbral,iso_tp,iso_fp,iso_tpr,iso_fpr,iso_precision,iso_f1,iso_accuracy,ens_tp,ens_fp,ens_tpr,ens_fpr,ens_precision,ens_f1,ens_accuracy
fase2,0.05,300,64,0.5,standard,12,12,directo,q01,108,29,1.0,0.1261,0.7883,0.8816,0.9142,102,5,0.9444,0.0217,0.9533,0.9488,0.9675
fase2,0.05,300,64,0.5,standard,10,10,directo,q10,108,126,1.0,0.5478,0.4615,0.6316,0.6272,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase2,0.05,300,64,0.5,standard,10,10,directo,q05,108,116,1.0,0.5043,0.4821,0.6506,0.6568,108,53,1.0,0.2304,0.6708,0.803,0.8432
fase2,0.05,300,64,0.5,standard,10,10,directo,q01,108,88,1.0,0.3826,0.551,0.7105,0.7396,108,21,1.0,0.0913,0.8372,0.9114,0.9379
fase2,0.05,300,64,0.5,robust,17,17,requiere-robust,q10,108,127,1.0,0.5522,0.4596,0.6297,0.6243,108,85,1.0,0.3696,0.5596,0.7176,0.7485
fase2,0.05,300,64,0.5,robust,17,17,requiere-robust,q05,108,110,1.0,0.4783,0.4954,0.6626,0.6746,108,67,1.0,0.2913,0.6171,0.7633,0.8018
fase2,0.05,300,64,0.5,robust,17,17,requiere-robust,q01,108,15,1.0,0.0652,0.878,0.9351,0.9556,108,3,1.0,0.013,0.973,0.9863,0.9911
fase2,0.05,300,64,0.5,robust,12,12,requiere-robust,q10,108,161,1.0,0.7,0.4015,0.5729,0.5237,108,102,1.0,0.4435,0.5143,0.6792,0.6982
fase2,0.05,300,64,0.5,robust,12,12,requiere-robust,q05,108,113,1.0,0.4913,0.4887,0.6565,0.6657,108,41,1.0,0.1783,0.7248,0.8405,0.8787
fase2,0.05,300,64,0.5,robust,12,12,requiere-robust,q01,108,29,1.0,0.1261,0.7883,0.8816,0.9142,102,5,0.9444,0.0217,0.9533,0.9488,0.9675
fase2,0.05,300,64,0.5,robust,10,10,requiere-robust,q10,108,126,1.0,0.5478,0.4615,0.6316,0.6272,108,93,1.0,0.4043,0.5373,0.699,0.7249
fase2,0.05,300,64,0.5,robust,10,10,requiere-robust,q05,108,116,1.0,0.5043,0.4821,0.6506,0.6568,108,53,1.0,0.2304,0.6708,0.803,0.8432
fase2,0.05,300,64,0.5,robust,10,10,requiere-robust,q01,108,88,1.0,0.3826,0.551,0.7105,0.7396,108,21,1.0,0.0913,0.8372,0.9114,0.9379
fase2,0.05,300,64,0.5,pca,17,17,requiere-pca,q10,108,172,1.0,0.7478,0.3857,0.5567,0.4911,108,124,1.0,0.5391,0.4655,0.6353,0.6331
fase2,0.05,300,64,0.5,pca,17,17,requiere-pca,q05,108,132,1.0,0.5739,0.45,0.6207,0.6095,108,77,1.0,0.3348,0.5838,0.7372,0.7722
fase2,0.05,300,64,0.5,pca,17,17,requiere-pca,q01,108,29,1.0,0.1261,0.7883,0.8816,0.9142,108,24,1.0,0.1043,0.8182,0.9,0.929
fase2,0.05,300,64,0.5,pca,12,12,requiere-pca,q10,108,195,1.0,0.8478,0.3564,0.5255,0.4231,108,140,1.0,0.6087,0.4355,0.6067,0.5858
fase2,0.05,300,64,0.5,pca,12,12,requiere-pca,q05,108,140,1.0,0.6087,0.4355,0.6067,0.5858,108,97,1.0,0.4217,0.5268,0.6901,0.713
fase2,0.05,300,64,0.5,pca,12,12,requiere-pca,q01,108,65,1.0,0.2826,0.6243,0.7687,0.8077,108,37,1.0,0.1609,0.7448,0.8538,0.8905
fase2,0.05,300,64,0.5,pca,10,10,requiere-pca,q10,108,127,1.0,0.5522,0.4596,0.6297,0.6243,108,75,1.0,0.3261,0.5902,0.7423,0.7781
fase2,0.05,300,64,0.5,pca,10,10,requiere-pca,q05,108,88,1.0,0.3826,0.551,0.7105,0.7396,105,45,0.9722,0.1957,0.7,0.814,0.858
fase2,0.05,300,64,0.5,pca,10,10,requiere-pca,q01,108,49,1.0,0.213,0.6879,0.8151,0.855,90,27,0.8333,0.1174,0.7692,0.8,0.8669
